ImageId,Label
1,2
2,0
3,0
4,0
5,0
6,0
7,0
8,3
9,0
10,3
11,5
12,0
13,0
14,0
15,0
16,0
17,0
18,0
19,0
20,0
21,0
22,1
23,0
24,5
25,7
26,0
27,2
28,0
29,0
30,0
31,0
32,0
33,4
34,2
35,6
36,0
37,0
38,5
39,0
40,0
41,0
42,7
43,4
44,0
45,0
46,0
47,0
48,0
49,0
50,0
51,6
52,8
53,8
54,0
55,0
56,2
57,1
58,0
59,0
60,0
61,0
62,0
63,7
64,0
65,0
66,0
67,0
68,0
69,0
70,0
71,0
72,0
73,8
74,8
75,0
76,0
77,0
78,0
79,2
80,3
81,5
82,0
83,0
84,0
85,0
86,2
87,0
88,3
89,6
90,0
91,0
92,0
93,0
94,6
95,0
96,0
97,3
98,0
99,7
100,0
101,0
102,0
103,0
104,0
105,0
106,3
107,0
108,0
109,0
110,0
111,0
112,0
113,0
114,0
115,1
116,0
117,0
118,0
119,0
120,3
121,3
122,0
123,0
124,0
125,0
126,3
127,0
128,0
129,0
130,0
131,0
132,0
133,0
134,0
135,0
136,0
137,3
138,0
139,0
140,0
141,0
142,0
143,0
144,5
145,0
146,8
147,0
148,0
149,2
150,0
151,0
152,0
153,5
154,0
155,0
156,0
157,0
158,0
159,7
160,8
161,3
162,0
163,4
164,0
165,0
166,0
167,0
168,0
169,0
170,0
171,0
172,7
173,0
174,6
175,0
176,0
177,0
178,0
179,0
180,0
181,0
182,0
183,5
184,2
185,0
186,0
187,2
188,0
189,0
190,0
191,6
192,0
193,4
194,0
195,6
196,0
197,0
198,7
199,0
200,0
201,0
202,0
203,0
204,0
205,0
206,0
207,8
208,0
209,0
210,2
211,0
212,0
213,3
214,0
215,0
216,0
217,0
218,0
219,3
220,4
221,2
222,0
223,0
224,2
225,0
226,0
227,0
228,6
229,0
230,0
231,0
232,0
233,0
234,0
235,0
236,0
237,0
238,0
239,8
240,0
241,8
242,0
243,2
244,0
245,5
246,0
247,0
248,8
249,0
250,0
251,0
252,0
253,0
254,0
255,0
256,0
257,0
258,0
259,0
260,0
261,6
262,0
263,3
264,5
265,0
266,0
267,6
268,8
269,0
270,0
271,0
272,0
273,0
274,3
275,0
276,0
277,0
278,0
279,8
280,4
281,0
282,0
283,0
284,0
285,0
286,3
287,0
288,0
289,0
290,0
291,0
292,0
293,7
294,0
295,0
296,6
297,3
298,0
299,0
300,3
301,6
302,0
303,0
304,2
305,0
306,0
307,0
308,0
309,4
310,0
311,8
312,5
313,0
314,0
315,0
316,3
317,0
318,0
319,0
320,0
321,0
322,0
323,0
324,0
325,8
326,4
327,0
328,0
329,0
330,0
331,0
332,3
333,1
334,3
335,0
336,0
337,0
338,0
339,0
340,0
341,0
342,0
343,1
344,8
345,0
346,0
347,0
348,0
349,0
350,0
351,6
352,0
353,0
354,0
355,0
356,8
357,0
358,0
359,0
360,0
361,0
362,6
363,3
364,8
365,0
366,0
367,0
368,0
369,0
370,6
371,0
372,0
373,0
374,0
375,7
376,6
377,0
378,5
379,3
380,0
381,6
382,5
383,5
384,0
385,0
386,6
387,0
388,0
389,0
390,0
391,0
392,0
393,0
394,0
395,6
396,0
397,0
398,0
399,0
400,3
401,0
402,0
403,6
404,0
405,0
406,0
407,9
408,0
409,0
410,0
411,0
412,0
413,4
414,0
415,0
416,3
417,1
418,0
419,3
420,0
421,0
422,0
423,0
424,0
425,0
426,0
427,0
428,0
429,0
430,0
431,4
432,8
433,0
434,2
435,0
436,0
437,0
438,0
439,5
440,0
441,8
442,4
443,0
444,4
445,0
446,4
447,0
448,5
449,3
450,0
451,0
452,0
453,6
454,0
455,0
456,9
457,0
458,3
459,0
460,0
461,0
462,7
463,5
464,0
465,0
466,0
467,0
468,0
469,0
470,0
471,0
472,4
473,0
474,0
475,0
476,0
477,0
478,3
479,0
480,0
481,4
482,0
483,0
484,2
485,0
486,0
487,0
488,0
489,0
490,0
491,0
492,4
493,0
494,4
495,0
496,0
497,0
498,0
499,0
500,0
501,0
502,0
503,0
504,4
505,0
506,0
507,3
508,3
509,0
510,0
511,7
512,0
513,8
514,0
515,0
516,3
517,0
518,0
519,0
520,0
521,0
522,0
523,0
524,7
525,0
526,1
527,0
528,1
529,1
530,7
531,0
532,5
533,3
534,8
535,0
536,5
537,0
538,5
539,0
540,0
541,0
542,2
543,8
544,0
545,0
546,0
547,0
548,0
549,0
550,0
551,0
552,3
553,0
554,0
555,0
556,0
557,7
558,5
559,0
560,2
561,0
562,3
563,8
564,0
565,0
566,5
567,0
568,0
569,0
570,0
571,0
572,5
573,3
574,0
575,0
576,0
577,0
578,0
579,4
580,0
581,5
582,0
583,0
584,6
585,0
586,0
587,0
588,0
589,8
590,0
591,8
592,8
593,0
594,5
595,0
596,0
597,0
598,6
599,0
600,0
601,0
602,1
603,0
604,0
605,0
606,0
607,8
608,5
609,0
610,0
611,0
612,4
613,3
614,0
615,0
616,0
617,7
618,0
619,0
620,9
621,8
622,0
623,0
624,0
625,0
626,8
627,0
628,0
629,0
630,0
631,6
632,1
633,8
634,6
635,1
636,0
637,0
638,7
639,8
640,0
641,0
642,0
643,0
644,0
645,0
646,0
647,0
648,0
649,0
650,0
651,0
652,0
653,0
654,0
655,8
656,0
657,4
658,3
659,3
660,7
661,2
662,3
663,4
664,0
665,0
666,0
667,0
668,3
669,0
670,0
671,0
672,0
673,4
674,0
675,0
676,7
677,0
678,0
679,0
680,0
681,6
682,0
683,0
684,0
685,0
686,3
687,0
688,6
689,0
690,0
691,2
692,6
693,0
694,0
695,8
696,0
697,3
698,0
699,8
700,0
701,4
702,0
703,0
704,0
705,0
706,0
707,0
708,0
709,0
710,0
711,0
712,0
713,0
714,5
715,0
716,6
717,2
718,3
719,0
720,0
721,0
722,0
723,0
724,0
725,0
726,0
727,0
728,0
729,0
730,0
731,7
732,0
733,3
734,0
735,0
736,7
737,0
738,0
739,0
740,0
741,0
742,0
743,0
744,0
745,0
746,0
747,0
748,0
749,0
750,0
751,4
752,0
753,4
754,0
755,0
756,4
757,0
758,0
759,0
760,0
761,0
762,0
763,4
764,0
765,0
766,0
767,0
768,0
769,0
770,8
771,0
772,5
773,0
774,0
775,0
776,0
777,4
778,0
779,3
780,0
781,0
782,6
783,0
784,8
785,0
786,5
787,5
788,0
789,0
790,0
791,0
792,0
793,0
794,0
795,0
796,3
797,0
798,0
799,0
800,0
801,0
802,0
803,3
804,3
805,0
806,0
807,0
808,6
809,0
810,0
811,5
812,0
813,0
814,0
815,0
816,0
817,0
818,0
819,7
820,0
821,3
822,0
823,0
824,0
825,0
826,0
827,0
828,4
829,0
830,0
831,8
832,0
833,5
834,0
835,3
836,0
837,6
838,0
839,0
840,0
841,0
842,0
843,0
844,8
845,0
846,0
847,7
848,2
849,8
850,5
851,0
852,0
853,0
854,0
855,2
856,0
857,0
858,3
859,0
860,0
861,0
862,0
863,0
864,4
865,0
866,3
867,0
868,0
869,0
870,3
871,0
872,5
873,4
874,0
875,0
876,0
877,0
878,0
879,0
880,0
881,4
882,0
883,0
884,0
885,0
886,7
887,0
888,5
889,0
890,0
891,0
892,0
893,0
894,0
895,4
896,2
897,0
898,0
899,0
900,0
901,0
902,0
903,5
904,0
905,0
906,0
907,0
908,0
909,0
910,7
911,0
912,0
913,0
914,0
915,0
916,0
917,4
918,0
919,1
920,0
921,0
922,3
923,5
924,0
925,4
926,0
927,0
928,0
929,6
930,3
931,3
932,0
933,0
934,4
935,0
936,0
937,0
938,0
939,0
940,0
941,6
942,0
943,6
944,1
945,0
946,0
947,0
948,2
949,0
950,0
951,0
952,0
953,5
954,0
955,3
956,2
957,0
958,3
959,0
960,2
961,0
962,0
963,4
964,0
965,0
966,0
967,1
968,8
969,0
970,0
971,3
972,0
973,0
974,6
975,0
976,0
977,8
978,0
979,7
980,4
981,0
982,8
983,7
984,0
985,7
986,0
987,0
988,5
989,0
990,0
991,0
992,0
993,0
994,0
995,8
996,0
997,0
998,2
999,2
1000,0
1001,0
1002,0
1003,0
1004,0
1005,0
1006,3
1007,0
1008,0
1009,0
1010,0
1011,2
1012,0
1013,0
1014,0
1015,3
1016,0
1017,2
1018,3
1019,0
1020,0
1021,5
1022,0
1023,0
1024,0
1025,2
1026,0
1027,1
1028,5
1029,0
1030,0
1031,0
1032,1
1033,8
1034,0
1035,4
1036,0
1037,0
1038,0
1039,2
1040,0
1041,0
1042,6
1043,0
1044,0
1045,0
1046,0
1047,0
1048,7
1049,0
1050,0
1051,0
1052,0
1053,0
1054,5
1055,0
1056,0
1057,0
1058,3
1059,0
1060,0
1061,0
1062,0
1063,0
1064,0
1065,0
1066,0
1067,0
1068,0
1069,5
1070,0
1071,0
1072,0
1073,0
1074,6
1075,0
1076,0
1077,0
1078,0
1079,2
1080,0
1081,0
1082,0
1083,0
1084,0
1085,7
1086,0
1087,6
1088,0
1089,3
1090,0
1091,3
1092,0
1093,0
1094,0
1095,0
1096,6
1097,0
1098,3
1099,0
1100,0
1101,0
1102,2
1103,9
1104,0
1105,0
1106,2
1107,0
1108,0
1109,4
1110,0
1111,7
1112,2
1113,0
1114,1
1115,0
1116,0
1117,0
1118,0
1119,0
1120,0
1121,0
1122,0
1123,0
1124,0
1125,0
1126,3
1127,0
1128,0
1129,0
1130,0
1131,0
1132,0
1133,0
1134,0
1135,3
1136,0
1137,8
1138,0
1139,0
1140,7
1141,0
1142,0
1143,0
1144,0
1145,2
1146,0
1147,4
1148,0
1149,5
1150,0
1151,0
1152,7
1153,0
1154,0
1155,0
1156,0
1157,0
1158,1
1159,0
1160,0
1161,0
1162,0
1163,0
1164,0
1165,0
1166,4
1167,0
1168,0
1169,4
1170,0
1171,8
1172,2
1173,0
1174,0
1175,8
1176,0
1177,0
1178,0
1179,2
1180,0
1181,3
1182,0
1183,0
1184,0
1185,0
1186,7
1187,0
1188,3
1189,5
1190,0
1191,0
1192,0
1193,3
1194,8
1195,0
1196,0
1197,3
1198,2
1199,0
1200,4
1201,0
1202,0
1203,0
1204,0
1205,0
1206,0
1207,0
1208,6
1209,4
1210,0
1211,0
1212,0
1213,0
1214,0
1215,0
1216,0
1217,0
1218,0
